,id,month,rest_size,application
166,97900,3,43,1
167,97900,4,8,0
168,97900,8,36,1
169,97900,12,36,1
170,97902,1,38,1
171,97902,5,49,0
172,97917,2,57,1
173,97917,9,36,1
174,97917,12,36,0
175,98119,2,43,0
176,98119,6,36,0
177,98119,8,36,0
178,98190,2,56,0
179,98190,6,36,1
180,98190,9,36,1
181,98192,2,38,0
182,98192,4,41,0
183,98192,8,36,1
184,98193,2,48,1
185,98193,12,36,0
186,98195,12,36,1
187,98197,1,54,0
188,98197,7,36,0
189,98197,9,36,0
190,98338,2,50,1
191,98338,9,36,0
192,98338,12,36,0
193,98571,3,49,1
194,98571,5,52,1
195,98571,8,36,1
196,98586,2,53,0
197,98586,4,57,0
198,98586,6,36,0
199,98586,12,36,0
200,98786,3,52,0
201,98828,1,40,0
202,98828,6,36,1
203,98828,8,36,0
204,98828,10,51,0
205,98973,2,48,0
206,98973,5,44,1
207,98973,9,36,0
208,98975,1,47,0
209,98975,4,47,0
210,98975,8,36,1
211,99085,1,40,1
212,99085,6,36,0
213,99085,11,51,1
214,99089,1,51,0
215,99089,11,44,0
216,99094,7,4,0
217,99094,8,32,1
218,99094,11,42,1
219,99095,1,53,0
220,99095,3,49,0
221,99095,8,36,0
222,99178,1,46,0
223,99178,3,59,1
224,99178,8,36,0
225,99365,3,55,0
226,99365,9,36,0
227,99365,11,37,0
228,99473,3,54,1
229,99473,7,36,1
230,99473,12,36,1
231,99602,1,53,0
232,99602,3,58,0
233,99602,5,53,0
234,99658,2,57,1
235,99658,4,45,0
236,99658,9,36,1
237,99658,12,36,1
238,99659,1,40,0
239,99659,8,36,0
240,99659,10,47,0
241,99706,3,39,0
242,99706,8,36,1
243,99706,12,36,0
244,99742,2,45,0
245,99742,5,51,0
246,99742,9,36,0
247,99943,2,40,0
248,99943,7,36,0
249,99943,12,36,0
250,100033,1,57,1
251,100033,4,7,0
252,100033,5,36,1
253,100033,8,36,0
254,100053,1,40,1
255,100053,3,39,1
256,100053,9,36,1
257,100073,2,51,0
258,100073,6,36,0
259,100073,10,58,1
260,100073,12,36,0
261,100213,1,38,1
262,100213,9,36,1
263,100213,11,48,1
264,100300,1,46,1
265,100300,3,59,0
266,100300,8,36,0
267,100339,4,47,0
268,100339,11,2,0
269,100339,12,57,0
270,100340,1,53,0
271,100340,3,54,1
272,100340,7,36,0
273,100340,9,36,0
274,100354,1,52,1
275,100354,5,56,0
276,100354,8,36,0
277,100586,3,42,0
278,100586,12,36,0
279,100600,1,59,1
280,100600,7,36,0
281,100600,9,36,0
282,100600,11,48,0
283,100626,1,51,0
284,100626,3,51,1
285,100626,5,36,1
286,100626,8,36,1
287,100632,1,45,0
288,100632,5,36,1
289,100632,9,36,0
290,100714,9,36,0
291,100714,11,43,0
292,100745,3,55,0
293,100745,7,36,0
294,100746,2,50,0
295,100746,7,36,1
296,100748,2,49,0
297,100748,5,45,0
298,100748,7,36,0
299,100748,11,44,0
300,100755,3,45,1
301,100755,5,59,0
302,100755,9,36,1
303,100755,12,36,1
304,100756,5,52,0
305,100756,7,36,0
306,100757,5,21,1
307,100757,6,29,0
308,100757,9,17,0
309,100757,10,19,0
310,100757,12,36,0
311,100767,1,54,0
312,100767,11,51,1
313,100775,2,50,0
314,100775,12,36,1
315,100783,1,52,0
316,100783,4,48,0
317,100783,8,36,0
318,100784,1,54,0
319,100784,5,47,0
320,100784,9,36,1
321,100967,1,51,0
322,100967,7,36,1
323,101051,2,36,0
324,101051,7,36,1
325,101051,11,52,0
326,101090,4,51,0
327,101103,4,46,0
328,101103,6,36,1
329,101103,9,36,0
330,101103,11,58,0
331,101105,4,49,0
332,101105,12,36,0
333,101448,1,48,1
334,101448,3,49,0
335,104126,3,43,0
336,104126,6,19,0
337,104126,7,17,0
338,104126,10,54,0
339,104126,12,36,0
340,104511,1,39,0
341,104511,4,46,0
342,104511,6,36,0
343,104511,8,36,1
