,id,month,rest_size,aplication
136,15216,3,39,1
137,15216,5,56,0
138,15216,9,36,0
139,15216,12,36,0
140,15317,2,45,0
141,15317,12,36,0
142,15326,6,36,1
143,15326,8,36,1
144,15326,10,39,0
145,15327,1,52,0
146,15327,7,36,0
147,15327,10,59,0
148,15338,4,36,0
149,15338,10,46,0
150,15341,2,55,0
151,15341,4,59,1
152,15341,10,58,1
153,15348,1,56,0
154,15348,5,48,0
155,15360,2,45,0
156,85192,1,55,0
157,85192,7,36,1
158,85192,11,48,1
159,85194,2,46,0
160,85194,4,52,1
161,85194,6,36,1
162,85194,9,36,1
163,85195,2,42,0
164,85195,11,56,1
165,85204,3,59,0
166,85204,5,34,0
167,85204,6,17,0
168,85204,8,36,1
169,85204,12,36,0
170,85348,2,55,0
171,85348,4,40,1
172,85348,7,36,1
173,85348,11,46,0
174,85352,7,36,1
175,85352,9,36,1
176,85375,1,17,0
177,85375,2,38,0
178,85375,4,41,0
179,85434,3,52,0
180,85436,2,42,0
181,85436,8,36,1
182,85436,11,52,0
183,85583,2,23,0
184,85583,3,13,0
185,85583,6,36,1
186,85583,10,41,0
187,85586,1,43,1
188,85586,3,54,0
189,85591,2,58,0
190,85591,5,45,0
191,85591,7,36,0
192,85591,9,36,0
193,85592,3,37,0
194,85635,5,52,0
195,85635,7,36,1
196,85635,10,42,0
197,85635,12,36,0
198,86424,2,52,0
199,86424,4,25,0
200,86424,5,25,0
201,86424,10,40,0
202,86439,1,56,1
203,86439,6,36,0
204,86439,10,44,1
205,86440,1,48,0
206,86440,7,36,1
207,86480,3,48,0
208,86480,5,51,1
209,86480,9,36,0
210,86480,12,36,0
211,86481,3,52,0
212,86481,6,36,0
213,86481,8,36,0
214,86481,10,55,0
215,86498,2,59,0
216,86498,6,36,1
217,86498,8,36,0
218,86498,11,37,0
219,86514,7,36,0
220,86514,9,36,0
221,86514,11,45,1
222,86517,11,43,1
223,86530,7,36,0
224,86530,9,36,0
225,86617,4,59,0
226,86617,7,36,0
227,86617,9,36,0
228,86661,6,36,0
229,86661,9,36,0
230,86661,12,36,1
231,86751,3,44,0
232,86751,5,40,0
233,86751,11,38,0
234,86897,3,47,0
235,86897,7,36,0
236,87088,4,53,0
237,87088,6,36,0
238,87088,9,36,0
239,87088,11,47,0
240,90758,3,54,0
241,90758,6,36,0
242,90758,9,36,0
243,96463,9,36,1
244,96463,11,45,0
245,96620,2,50,0
246,96620,4,37,1
247,96620,12,36,1
248,96621,1,58,0
249,96621,4,40,0
250,96621,10,49,0
251,96623,1,55,0
252,96623,5,41,0
253,96623,8,36,0
254,96623,10,49,0
255,96804,8,36,0
256,96804,10,53,1
257,96968,5,51,0
258,96968,9,10,0
259,96968,10,26,1
260,97098,5,42,0
261,97153,2,50,1
262,97153,6,36,0
263,97153,10,45,0
264,97186,2,49,0
265,97186,9,36,1
266,97552,3,41,0
267,97552,6,36,0
268,97552,11,49,0
269,97854,2,36,0
270,97854,12,36,0
271,97856,2,36,0
272,97856,10,49,1
273,98080,2,36,1
274,98080,8,36,1
275,98080,12,36,1
276,98120,5,59,1
277,98120,9,36,0
278,98211,3,57,0
279,98211,5,37,0
280,98211,8,36,1
281,98211,11,37,0
282,98255,4,52,1
283,98255,8,18,0
284,98255,9,18,0
285,98255,11,48,0
286,98612,7,36,0
287,98614,3,58,0
288,98614,12,36,0
289,99704,3,51,1
290,99704,6,36,0
291,99704,8,36,1
292,99739,3,57,0
293,99739,9,36,0
294,100035,2,53,0
295,100035,6,21,0
296,100035,7,15,1
297,100035,9,36,0
298,100036,7,36,0
299,100036,11,40,0
300,100311,1,52,0
301,100311,6,36,0
302,100311,8,36,1
303,100311,11,51,1
304,100332,1,45,0
305,100332,4,59,0
306,100332,8,36,0
307,100332,10,25,0
308,100332,11,18,0
309,100666,6,36,0
310,100666,10,39,1
