,id,month,rest_size,aplication
158,88006,2,61,0
159,88006,12,36,0
160,88030,5,37,0
161,88295,2,37,1
162,88898,11,49,0
163,88937,2,72,0
164,88937,10,72,0
165,89620,12,36,0
166,89622,2,73,0
167,90389,9,36,0
168,91829,4,56,0
169,91829,6,36,0
170,91872,2,36,0
171,91872,5,59,0
172,91874,5,36,1
173,91901,2,50,0
174,92158,2,56,1
175,92158,11,4,0
176,92158,12,40,0
177,92167,10,45,0
178,92170,7,25,0
179,92170,8,11,0
180,92175,2,70,0
181,92177,10,36,1
182,92181,6,23,0
183,92181,7,13,0
184,92183,7,36,1
185,92184,2,54,0
186,92184,5,66,1
187,92194,4,48,0
188,92477,12,36,0
189,93236,10,59,0
190,93280,11,62,0
191,93282,5,41,1
192,93282,7,36,0
193,93410,4,53,0
194,93410,12,36,0
195,93442,5,45,0
196,93442,12,36,1
197,93627,8,36,0
198,93891,7,36,1
199,93898,4,57,1
200,93911,1,38,0
201,94032,2,70,1
202,94032,6,36,0
203,94117,2,72,0
204,94141,2,42,0
205,94148,2,51,0
206,94151,2,44,0
207,94151,5,70,0
208,94152,5,45,1
209,94334,5,43,1
210,94336,1,65,0
211,94731,12,36,0
212,94740,10,59,0
213,94898,8,36,0
214,94943,10,54,0
215,94948,1,70,1
216,94948,9,36,1
217,94950,1,6,0
218,94950,3,73,0
219,94950,12,30,0
220,95019,8,36,0
221,95021,2,40,1
222,95021,6,36,0
223,95425,3,41,0
224,95430,3,73,0
225,95430,11,65,0
226,95440,5,41,0
227,95745,2,47,0
228,95745,6,36,0
229,95746,9,36,0
230,95747,3,58,0
231,95747,7,36,0
232,95753,8,36,0
233,96362,7,36,0
234,96366,8,36,0
235,96366,11,66,0
236,96367,7,36,1
237,96367,10,71,1
238,96368,2,61,0
239,96501,8,36,0
240,96803,2,72,0
241,96803,8,36,0
242,96813,4,23,1
243,96813,5,47,0
244,96814,3,63,0
245,96834,5,37,1
246,97259,10,28,1
247,97259,11,38,0
248,97270,2,7,1
249,97270,3,42,0
250,97448,3,58,1
251,97448,11,49,0
252,97468,3,53,0
253,97554,12,36,0
254,97559,10,66,0
255,97561,6,36,0
256,97561,9,36,0
257,97607,2,66,0
258,97607,10,68,1
259,97728,9,36,0
260,97893,3,63,0
261,97893,5,45,1
262,97894,9,36,0
263,97896,4,64,0
264,97896,10,39,0
265,98196,3,48,0
266,98286,7,36,0
267,99086,6,36,1
268,99092,5,48,1
269,99093,11,67,1
270,99414,10,38,0
271,99446,5,47,0
272,99453,9,36,0
273,99454,8,36,0
274,99454,11,45,0
275,99569,4,72,0
276,99569,8,36,0
277,99651,2,61,0
278,99652,5,62,0
279,99654,3,43,0
280,99655,2,70,0
281,99671,2,39,0
282,99674,2,53,0
283,99930,10,60,1
284,100000,3,73,0
285,100000,12,36,0
286,100038,5,73,0
287,100071,6,36,0
288,100071,12,36,0
289,100075,10,71,0
290,100075,12,36,0
291,100076,9,36,0
292,100156,3,37,0
293,100162,12,36,0
294,100176,6,36,0
295,100271,2,71,0
296,100271,6,36,0
297,100342,1,73,0
298,100343,10,52,0
299,100345,5,37,0
300,100360,5,69,0
301,100363,4,40,0
302,100624,7,36,0
303,100680,12,36,0
304,100688,12,36,0
305,100762,4,69,0
306,100816,2,50,0
307,100816,10,67,0
308,100913,10,63,0
309,100976,5,47,1
310,100976,9,36,0
311,101021,2,38,1
312,101040,6,36,0
313,101040,8,36,0
314,101044,5,72,0
315,101108,9,36,0
316,101110,4,38,0
317,101311,10,36,0
318,101314,7,36,1
319,101314,10,57,0
320,101429,5,52,0
321,101432,11,71,0
322,101442,5,63,1
323,101443,5,47,0
324,101526,5,37,1
325,101650,10,69,1
326,101651,10,56,0
327,101652,7,36,1
328,101938,2,47,0
329,101942,12,36,0
330,101974,3,71,0
331,101977,3,53,0
332,101979,5,40,0
333,102014,6,36,0
334,102014,10,52,0
335,102201,8,36,0
336,102396,12,36,0
337,102837,4,38,1
338,102837,6,36,0
339,102837,8,36,0
340,102837,11,56,1
341,102897,4,72,0
342,102897,6,36,0
