,id,month,rest_size,aplication
186,3641,4,43,0
187,3641,6,36,0
188,3641,12,36,0
189,3642,3,63,1
190,3642,11,46,0
191,3645,3,62,1
192,3645,10,68,1
193,3645,12,36,0
194,3727,2,53,0
195,12113,2,55,0
196,12113,4,40,0
197,12113,6,36,0
198,12113,10,41,0
199,12114,2,66,0
200,12127,12,36,0
201,12128,1,66,0
202,12129,2,48,1
203,12129,5,38,0
204,12129,8,36,0
205,12136,2,68,0
206,12138,8,36,0
207,12138,11,49,0
208,12150,2,73,0
209,12150,11,40,0
210,12155,4,61,1
211,12155,11,44,0
212,12188,5,38,0
213,12188,7,36,0
214,12188,12,36,0
215,12194,5,63,0
216,12210,10,64,1
217,12246,4,39,0
218,12246,7,36,0
219,12267,7,36,0
220,12267,9,36,0
221,12273,3,20,1
222,12273,4,26,0
223,12273,10,58,1
224,12273,12,36,1
225,12316,3,65,0
226,12316,5,55,0
227,12316,11,36,0
228,12317,7,36,0
229,12335,5,42,0
230,12340,2,59,0
231,12340,5,53,0
232,12341,11,37,0
233,12343,2,47,1
234,12343,4,40,1
235,12343,10,67,1
236,12346,2,38,0
237,12346,6,36,0
238,12346,8,36,0
239,12346,12,36,0
240,12347,2,71,0
241,12347,11,49,1
242,12353,11,43,0
243,12356,5,63,0
244,12356,10,69,0
245,12384,1,63,0
246,12408,12,36,1
247,12412,3,42,1
248,12412,5,65,1
249,12412,11,24,1
250,12412,12,38,0
251,12445,2,69,0
252,12445,7,36,0
253,12445,9,36,0
254,12445,12,36,0
255,12568,2,71,0
256,12568,4,32,0
257,12568,5,27,0
258,12568,8,36,0
259,12612,2,38,0
260,12612,12,36,0
261,12641,2,47,0
262,12641,5,41,0
263,12649,4,64,0
264,12649,6,36,0
265,12654,12,36,0
266,12736,3,37,0
267,12806,3,68,0
268,12806,5,57,0
269,13546,2,62,0
270,13546,9,36,0
271,13554,5,65,0
272,13554,7,12,0
273,13554,8,24,0
274,15002,3,64,0
275,15002,5,69,0
276,15002,12,36,0
277,15028,2,37,0
278,15041,1,41,0
279,15041,5,36,0
280,15044,2,50,0
281,15044,6,36,0
282,15044,10,62,0
283,15059,3,46,0
284,15059,8,36,0
285,15061,2,68,0
286,15061,9,36,0
287,15061,11,56,0
288,15070,6,36,0
289,15070,12,36,0
290,15083,3,67,1
291,15112,4,61,0
292,15112,12,36,0
293,15156,12,36,0
294,85452,2,18,0
295,85452,3,23,0
296,85452,8,36,0
297,86208,2,54,0
298,86208,5,38,0
299,86208,11,45,0
300,86212,2,41,0
301,86212,5,48,0
302,86212,11,63,0
303,86574,2,59,1
304,86574,4,41,0
305,86574,10,63,1
306,87030,10,62,0
307,87260,5,43,0
308,87260,12,36,0
309,87511,3,36,0
310,87511,6,36,0
311,87511,8,36,0
312,87511,12,36,0
313,87513,2,73,0
314,87513,7,36,0
315,87513,9,36,0
316,87564,5,62,0
317,87608,9,36,0
318,87655,5,43,0
319,87691,2,53,1
320,87706,2,60,0
321,87706,6,36,0
322,87755,3,43,0
323,87755,5,22,0
324,87755,6,14,0
325,87755,9,36,0
326,87885,2,69,0
327,87885,9,14,1
328,87885,10,22,0
329,87934,9,36,0
330,88094,4,40,1
331,88094,11,43,1
332,88095,2,63,0
333,88236,6,10,0
334,88236,7,26,0
335,88303,5,59,0
336,88400,5,58,0
337,88575,1,54,0
338,89129,3,54,0
339,89129,6,36,1
340,91602,11,53,0
341,95847,10,45,0
342,95847,12,36,0
