,id,month,rest_size,aplication
261,15310,2,40,0
262,15310,5,64,0
263,15310,7,36,0
264,15310,9,36,0
265,15311,3,43,0
266,15311,5,38,0
267,15311,7,36,0
268,15311,10,45,0
269,15323,5,53,1
270,15323,9,36,0
271,15323,11,59,0
272,15343,2,73,0
273,15343,5,67,0
274,15343,7,36,0
275,15347,2,41,0
276,15347,5,59,0
277,15347,7,36,0
278,15347,11,45,0
279,15355,2,67,0
280,15355,6,36,0
281,15355,8,36,0
282,15355,12,36,0
283,15359,1,59,0
284,15359,6,36,0
285,15359,9,36,0
286,15359,11,52,0
287,15364,1,52,0
288,15364,3,72,0
289,15364,5,38,0
290,15366,2,50,0
291,15366,5,66,0
292,15366,9,36,0
293,85321,1,38,0
294,85321,3,66,0
295,85321,7,36,0
296,85435,4,49,0
297,85435,6,36,0
298,85435,9,36,1
299,85435,11,44,0
300,85439,5,61,0
301,85439,8,36,0
302,85439,10,44,0
303,85439,12,36,0
304,85453,3,57,0
305,85453,5,37,0
306,85453,8,36,0
307,85453,11,45,0
308,86219,2,55,0
309,86219,4,57,0
310,86219,6,36,0
311,86219,8,36,0
312,86221,2,65,1
313,86221,6,36,0
314,86221,9,36,0
315,86221,12,36,1
316,86470,2,44,0
317,86470,6,36,0
318,86470,8,36,0
319,86470,10,36,0
320,86628,1,67,0
321,86628,5,71,0
322,86628,7,36,0
323,86646,2,69,0
324,86646,5,38,0
325,86646,7,36,0
326,86646,9,36,0
327,86786,3,31,0
328,86786,4,17,0
329,86786,6,36,0
330,86786,9,36,0
331,86786,11,48,0
332,86830,2,62,0
333,86830,4,58,0
334,86830,6,36,1
335,86969,3,63,0
336,86969,6,36,0
337,86969,8,36,0
338,86969,12,36,0
339,87025,1,61,1
340,87025,3,39,0
341,87025,5,37,0
342,87025,7,36,0
343,87029,3,66,1
344,87029,6,36,1
345,87029,8,36,1
346,87029,10,41,1
347,87161,5,47,1
348,87161,8,36,1
349,87161,10,60,0
350,87161,12,36,0
351,87291,2,56,0
352,87291,4,42,0
353,87291,7,36,0
354,87291,9,36,0
355,87508,3,48,0
356,87508,6,36,0
357,87508,9,36,0
358,87508,11,43,0
359,87567,3,53,0
360,87567,5,54,0
361,87567,7,36,0
362,87658,1,37,0
363,87658,3,59,0
364,87658,5,55,0
365,87692,2,57,0
366,87692,5,27,0
367,87692,6,26,0
368,87692,12,36,0
369,87707,3,55,1
370,87707,6,36,0
371,87707,8,36,1
372,87707,10,43,0
373,87740,2,50,1
374,87740,4,53,0
375,87740,7,36,0
376,87740,9,36,0
377,87806,3,56,1
378,87806,5,40,1
379,87806,8,36,1
380,87806,12,36,0
381,87816,2,67,0
382,87816,4,69,0
383,87816,9,36,0
384,87949,1,38,0
385,87949,3,53,0
386,87949,6,36,0
387,87949,8,36,0
388,88185,2,42,0
389,88185,4,44,0
390,88185,6,36,0
391,88185,8,36,0
392,88297,4,58,0
393,88297,7,36,0
394,88297,9,36,0
395,88297,12,36,0
396,88299,1,65,1
397,88299,6,36,0
398,88299,8,36,0
399,88299,10,47,0
400,88620,3,66,0
401,88620,5,51,0
402,88620,7,36,0
403,88704,6,36,0
404,88704,8,36,0
405,88704,11,52,0
406,90712,1,67,0
407,90712,3,57,0
408,90712,7,36,0
409,90713,1,64,0
410,90713,2,5,0
411,90713,6,36,0
412,90713,8,36,0
413,90737,1,62,0
414,90737,7,36,0
415,90903,3,36,0
416,90903,7,36,0
417,90903,9,36,0
418,90903,11,46,0
419,90962,1,61,0
420,90962,4,43,0
421,90962,6,36,0
422,90962,8,36,0
423,90966,2,70,0
424,90966,4,49,0
425,90966,6,36,0
426,91172,2,36,0
427,91172,4,68,0
428,91172,6,36,0
429,91172,8,36,0
430,91175,2,36,0
431,91175,4,37,1
432,91175,7,36,1
433,91175,9,36,0
434,91245,2,46,0
435,91245,4,46,0
436,91245,7,36,0
437,91245,10,42,0
438,91345,2,45,0
439,91345,6,36,1
440,91345,8,36,0
441,91364,1,60,0
442,91364,3,42,0
443,91364,5,65,0
444,91425,1,55,0
445,91425,7,36,0
446,91425,9,36,0
447,91425,11,38,0
448,91427,2,51,0
449,91427,4,47,0
450,91427,6,36,1
451,91427,9,36,1
452,91429,2,43,1
453,91429,7,36,0
454,91429,9,36,0
455,91429,11,49,0
456,91475,2,60,0
457,91475,5,59,0
458,91475,7,36,0
459,91566,2,45,0
460,91566,4,70,0
461,91566,6,36,0
462,91567,1,71,0
463,91567,3,71,0
464,91567,8,36,0
465,91568,1,54,0
466,91568,3,62,0
467,91568,7,36,0
468,92494,6,36,0
469,92494,8,36,0
470,92494,11,56,0
471,92698,2,55,1
472,92698,4,60,1
473,92698,6,36,1
474,92719,5,62,1
475,92719,7,36,0
476,92719,9,36,1
477,92719,12,36,0
478,93026,2,69,0
479,93026,4,53,0
480,93026,8,36,0
481,94356,6,36,0
482,94356,10,39,0
483,94356,12,36,0
484,101897,1,45,0
485,101897,4,41,0
486,101897,9,36,0
487,101897,11,53,0
488,101905,2,60,0
489,101905,4,65,0
490,101905,6,36,0
491,101909,1,37,1
492,101909,3,70,0
493,101909,5,51,0
494,101910,3,50,1
495,101910,5,45,0
496,101910,8,36,1
497,101910,12,36,0
498,101911,1,70,0
499,101911,3,61,0
500,101911,6,36,0
501,101917,3,56,0
502,101917,6,36,0
503,101917,9,36,0
