,id,month,rest_size,application
140,12307,1,37,0
141,12307,3,61,1
142,12307,5,69,0
143,12313,1,73,0
144,12313,4,58,0
145,12313,7,36,0
146,12319,2,47,0
147,12319,4,70,0
148,12319,6,36,0
149,12330,1,66,0
150,12330,4,37,0
151,12330,6,36,0
152,12330,8,36,0
153,12332,2,68,1
154,12332,5,36,0
155,12332,7,36,0
156,12332,11,36,0
157,12355,2,67,0
158,12355,4,60,0
159,12355,7,36,0
160,12363,2,61,0
161,12363,5,50,0
162,12363,7,36,0
163,12363,9,36,0
164,12370,1,73,0
165,12370,3,51,0
166,12370,5,60,0
167,12411,3,68,0
168,12411,5,71,0
169,12411,7,36,0
170,12423,2,52,0
171,12423,4,39,0
172,12423,7,36,0
173,12423,10,40,0
174,12424,2,48,0
175,12424,4,71,0
176,12424,6,36,0
177,12432,1,48,0
178,12432,3,38,0
179,12432,5,56,0
180,12432,8,36,0
181,12448,3,58,0
182,12448,6,36,0
183,12448,8,36,0
184,12448,10,41,0
185,12472,2,67,0
186,12472,4,53,0
187,12472,8,36,0
188,12535,1,57,1
189,12535,3,39,0
190,12535,5,39,0
191,12535,8,36,1
192,12618,1,57,0
193,12618,3,54,0
194,12618,5,66,0
195,12655,1,70,0
196,12655,3,57,0
197,12655,5,55,0
198,12824,2,47,0
199,12824,5,68,0
200,12824,7,36,0
201,12827,2,37,0
202,12827,4,51,0
203,12827,7,36,0
204,12827,9,36,0
205,13416,2,61,0
206,13416,4,50,0
207,13416,6,36,0
208,13416,9,36,0
209,13420,2,49,0
210,13420,4,50,0
211,13420,6,36,0
212,13420,8,36,0
213,13421,4,42,0
214,13421,6,36,0
215,13421,8,36,0
216,13421,10,52,0
217,13423,1,45,0
218,13423,3,46,0
219,13423,5,44,0
220,13423,7,36,0
221,13424,3,45,0
222,13424,5,44,0
223,13424,7,36,0
224,13424,11,37,0
225,13440,2,54,0
226,13440,4,50,0
227,13440,6,36,0
228,13440,8,36,0
229,13451,1,54,0
230,13451,3,43,0
231,13451,6,36,0
232,13451,9,36,0
233,13461,2,57,0
234,13461,4,39,0
235,13461,6,36,0
236,13461,8,36,0
237,13465,1,36,0
238,13465,3,54,0
239,13465,5,40,0
240,13465,8,36,0
241,13472,2,73,0
242,13472,4,72,0
243,13472,6,36,0
244,13477,4,57,0
245,13477,6,36,1
246,13477,9,36,1
247,13477,11,52,0
248,13479,2,54,0
249,13479,4,36,0
250,13479,6,36,0
251,13479,8,36,0
252,13482,1,51,0
253,13482,4,39,0
254,13482,9,36,0
255,13482,11,39,0
256,13495,1,69,0
257,13495,3,65,0
258,13495,6,36,0
259,13497,4,62,0
260,13497,7,36,0
261,13497,9,36,0
262,13497,12,36,0
263,13503,3,62,0
264,13503,6,36,0
265,13503,8,36,0
266,13508,1,73,0
267,13508,4,55,0
268,13508,6,36,0
269,13511,3,61,0
270,13511,6,36,0
271,13511,9,36,0
272,13511,11,50,0
273,13512,1,70,0
274,13512,3,37,1
275,13512,5,58,0
276,13513,2,47,0
277,13513,4,38,0
278,13513,6,36,0
279,13513,8,36,0
280,13526,1,56,0
281,13526,3,56,0
282,13526,5,59,0
283,13527,1,48,0
284,13527,4,73,0
285,13527,6,36,0
286,13537,2,68,0
287,13537,4,57,0
288,13537,6,36,0
289,13545,1,45,0
290,13545,4,66,0
291,13545,7,36,0
292,13545,9,36,0
293,13602,1,67,0
294,13602,3,43,0
295,13602,5,57,0
296,13609,2,44,0
297,13609,4,57,0
298,13609,7,36,0
299,13609,9,36,0
300,13617,1,62,0
301,13617,3,46,0
302,13617,6,36,0
303,13618,1,73,0
304,13618,4,41,0
305,13618,6,36,0
306,13621,2,37,0
307,13621,4,40,0
308,13621,6,36,0
309,13621,9,36,0
310,13639,1,61,0
311,13639,3,56,0
312,13639,6,36,0
313,13642,1,59,0
314,13642,3,47,0
315,13642,6,36,0
316,13642,9,36,0
317,13650,2,67,0
318,13650,4,55,0
319,13650,6,36,0
320,13662,1,69,0
321,13662,3,66,0
322,13662,6,36,0
323,13663,2,62,0
324,13663,4,64,0
325,13663,6,36,0
326,13668,1,50,0
327,13668,3,70,0
328,13668,5,47,0
329,13669,1,55,0
330,13669,3,60,0
331,13669,5,57,0
332,13672,2,38,0
333,13672,4,73,0
334,13672,6,36,0
335,13672,8,36,0
336,13827,1,57,0
337,13827,4,53,0
338,13827,6,36,0
339,13827,9,36,0
340,13834,1,51,0
341,13834,3,72,0
342,13834,6,36,0
343,13859,1,61,0
344,13859,3,49,0
345,13859,5,69,0
346,13870,2,40,0
347,13870,4,40,0
348,13870,7,36,0
349,13870,11,38,0
350,13889,3,51,0
351,13889,6,36,0
352,13889,9,36,1
353,13889,12,36,0
354,13895,1,36,1
355,13895,4,53,0
356,13895,7,36,0
357,13895,10,45,0
358,14135,1,62,0
359,14135,3,68,1
360,14135,7,36,0
361,14196,4,44,0
362,14196,7,36,1
363,14196,10,44,0
364,14196,12,36,0
365,15054,1,67,0
366,15054,5,40,0
367,15054,7,36,0
368,15054,9,36,0
369,15074,1,59,0
370,15074,3,43,0
371,15074,5,69,0
372,15145,5,67,1
373,15145,7,36,0
374,15145,9,36,0
375,15145,12,36,0
376,15153,3,46,0
377,15153,7,36,0
378,15153,9,36,0
379,15153,11,37,0
380,15181,2,55,0
381,15181,5,37,0
382,15181,7,36,0
383,15181,9,36,0
384,87874,3,54,0
385,87874,7,36,0
386,87874,9,36,1
387,87874,11,36,1
388,88282,2,44,0
389,88282,4,67,0
390,88282,10,38,1
391,89549,1,67,0
392,89549,3,46,1
393,89549,6,36,0
394,90429,1,49,0
395,90429,5,47,0
396,90429,9,36,0
397,90503,3,54,0
398,90503,7,36,1
399,90503,9,36,0
400,90538,1,54,0
401,90538,3,55,1
402,90538,5,44,1
403,90711,1,59,0
404,90711,3,40,0
405,90711,5,40,0
406,90711,7,36,0
407,90740,1,63,0
408,90740,3,40,0
409,90740,5,59,0
410,90748,4,57,0
411,90748,9,36,0
412,90748,11,70,0
413,90751,2,42,0
414,90751,5,70,0
415,90751,8,36,0
416,90751,12,36,0
417,90769,1,50,0
418,90769,3,46,0
419,90769,5,50,1
420,90778,1,49,0
421,90778,4,56,0
422,90778,6,36,0
423,90778,8,36,0
424,90826,1,64,0
425,90826,4,64,0
426,90826,6,36,0
427,91078,1,37,0
428,91078,4,56,0
429,91078,6,36,0
430,91078,8,36,0
431,91157,1,42,0
432,91157,6,36,0
433,91157,9,36,0
434,91277,1,49,0
435,91277,3,66,0
436,91277,5,62,0
437,91286,2,58,0
438,91286,4,70,0
439,91286,6,36,0
440,91320,3,58,0
441,91320,5,51,0
442,91320,7,36,0
443,91320,12,36,0
444,91569,2,64,0
445,91569,4,39,0
446,91569,8,36,0
447,91569,12,36,0
448,93063,2,52,0
449,93063,4,71,0
450,93063,9,36,0
451,93576,1,55,0
452,93576,3,39,0
453,93576,5,43,0
454,93576,8,36,0
455,93982,1,60,0
456,93982,3,53,0
457,93982,6,36,0
458,94036,3,36,0
459,94036,5,63,0
460,94036,7,36,0
461,94036,9,36,0
462,94157,2,37,0
463,94157,4,54,0
464,94157,7,36,0
465,94157,9,36,0
466,94191,1,67,0
467,94191,3,36,1
468,94191,8,36,1
469,94206,2,61,0
470,94206,5,57,0
471,94206,7,36,0
472,94207,1,66,0
473,94207,3,49,0
474,94207,5,46,0
475,94208,1,66,0
476,94208,3,72,0
477,94208,5,40,0
478,96502,1,40,0
479,96502,3,48,0
480,96502,5,70,1
