,id,month,rest_size,aplication
404,98314,2,71,1
405,98314,7,36,0
406,98314,11,70,0
407,98373,1,43,0
408,98373,3,61,0
409,98373,5,39,0
410,98373,8,36,0
411,98476,2,68,0
412,98476,4,51,0
413,98476,10,52,1
414,98675,1,58,0
415,98675,3,63,0
416,98675,5,55,0
417,98676,3,45,1
418,98676,5,65,1
419,98676,8,36,1
420,98757,2,63,1
421,98757,4,58,1
422,98757,7,36,1
423,98758,3,53,1
424,98758,5,45,0
425,98758,8,36,0
426,98758,10,40,0
427,98779,5,62,0
428,98779,10,40,0
429,98779,12,36,0
430,98780,3,65,1
431,98780,5,68,0
432,98780,10,49,1
433,98826,4,67,0
434,98826,6,36,0
435,98826,10,47,0
436,98827,3,47,0
437,98827,5,56,0
438,98827,8,36,0
439,98896,3,37,0
440,98896,5,55,1
441,98896,9,36,1
442,98929,2,50,1
443,98929,5,62,0
444,98929,7,36,0
445,98929,12,36,1
446,98955,1,7,0
447,98955,2,32,0
448,98955,5,71,0
449,98969,4,58,0
450,98969,7,36,0
451,98969,9,36,0
452,98969,11,36,0
453,99022,4,68,0
454,99022,6,36,1
455,99022,10,41,1
456,99022,12,36,1
457,99023,4,64,1
458,99023,8,36,1
459,99023,10,39,1
460,99119,1,59,0
461,99119,3,62,0
462,99119,5,41,0
463,99133,1,63,0
464,99133,3,49,0
465,99133,5,58,0
466,99188,3,46,0
467,99188,9,36,1
468,99188,11,69,0
469,99422,3,56,0
470,99422,5,56,0
471,99422,11,50,1
472,99428,2,50,0
473,99428,4,53,1
474,99428,6,36,0
475,99428,10,39,1
476,99547,2,58,0
477,99547,4,63,0
478,99547,8,36,0
479,99657,2,54,1
480,99657,5,38,0
481,99675,3,60,0
482,99675,5,48,0
483,99675,7,36,0
484,99675,9,36,0
485,99686,2,71,0
486,99686,5,54,0
487,99686,11,40,0
488,99730,4,61,0
489,99730,10,57,0
490,99730,12,36,1
491,99731,3,65,0
492,99731,10,55,0
493,99779,4,40,0
494,99779,7,36,0
495,99779,10,60,1
496,99779,12,36,1
497,100113,2,71,0
498,100113,4,56,0
499,100113,10,55,0
500,100129,2,39,1
501,100129,4,62,1
502,100129,8,36,0
503,100129,11,41,1
504,100159,3,64,0
505,100159,5,57,1
506,100159,7,36,1
507,100542,3,72,0
508,100542,9,36,0
509,100542,11,71,0
510,100556,3,72,0
511,100556,6,36,0
512,100556,10,41,0
513,100583,1,50,1
514,100583,4,59,1
515,100583,7,36,0
516,100583,9,36,0
517,100760,4,54,1
518,100760,6,36,0
519,100760,9,36,0
520,100760,11,57,0
521,101879,2,73,0
522,101879,7,36,0
523,101879,10,43,0
524,101880,2,71,0
525,101880,6,36,0
526,101880,8,36,0
527,102063,4,65,0
528,102063,8,36,1
529,102063,10,46,1
530,102063,12,36,0
531,102064,2,61,0
532,102064,4,39,0
533,102064,6,36,0
534,102064,8,36,0
535,102520,3,63,0
536,102520,5,56,0
537,102520,9,36,0
538,102539,7,36,0
539,102539,11,68,0
540,102812,3,72,0
541,102812,7,36,1
542,102812,9,36,0
543,102812,12,36,0
544,103243,3,46,0
545,103243,5,70,0
546,103243,7,36,0
547,103531,3,62,0
548,103531,7,36,0
549,103531,9,36,0
550,103531,11,50,0
551,103630,4,46,0
552,103630,9,36,0
553,103630,12,36,1
