,id,month,rest_size,aplication
144,13533,6,36,0
145,13564,2,64,0
146,13564,5,58,0
147,13564,7,36,0
148,13599,2,64,0
149,13599,4,55,0
150,13599,10,56,0
151,13613,2,57,0
152,13613,5,54,0
153,13613,8,36,0
154,13613,12,36,0
155,13665,1,42,0
156,13665,3,49,0
157,13665,5,62,0
158,13678,4,52,0
159,13678,6,36,0
160,13678,11,62,0
161,13691,6,36,0
162,13691,10,54,0
163,13691,12,36,0
164,13701,1,64,0
165,13701,3,41,0
166,13701,5,64,0
167,13802,3,51,0
168,13802,8,17,0
169,13802,9,19,0
170,13802,11,43,0
171,13816,2,45,0
172,13816,4,55,0
173,13816,10,61,0
174,13822,2,72,0
175,13822,5,65,0
176,13822,7,36,0
177,13825,2,66,0
178,13825,5,50,0
179,13825,9,36,0
180,13831,5,40,0
181,13831,11,62,0
182,13832,1,64,0
183,13832,3,50,0
184,13832,8,36,0
185,13833,1,65,1
186,13833,2,7,0
187,13833,4,43,0
188,13833,8,36,0
189,13837,2,69,1
190,13837,4,38,0
191,13837,6,16,0
192,13837,7,20,0
193,13837,12,36,0
194,13862,1,61,0
195,13862,5,55,0
196,13862,8,36,0
197,15016,2,63,0
198,15016,5,55,0
199,15016,10,61,0
200,15037,1,70,0
201,15037,6,36,0
202,15037,10,42,0
203,15055,1,56,0
204,15055,3,53,0
205,15055,5,39,0
206,15055,7,36,1
207,15091,2,56,0
208,15091,7,18,0
209,15091,8,18,0
210,15091,10,62,0
211,15097,2,46,0
212,15097,5,70,0
213,15097,7,36,0
214,15105,2,48,0
215,15105,4,50,0
216,15105,6,36,0
217,15105,8,36,1
218,15177,4,60,0
219,15177,6,36,0
220,15177,8,36,0
221,15177,10,43,0
222,15196,2,44,0
223,15196,5,58,0
224,15196,8,36,0
225,15209,2,44,0
226,15209,4,65,1
227,15209,7,36,0
228,15209,12,36,0
229,15233,2,52,0
230,15233,4,56,0
231,15233,7,36,0
232,15233,9,36,0
233,15307,2,56,0
234,15307,4,62,0
235,15307,9,36,0
236,15353,2,58,0
237,15353,5,56,1
238,15353,6,8,0
239,15353,9,36,0
240,33717,1,58,0
241,33717,3,58,1
242,33717,9,36,0
243,85431,2,45,0
244,85431,9,36,0
245,85431,11,60,0
246,86204,1,60,0
247,86204,4,42,0
248,86204,6,36,0
249,86204,8,36,0
250,86215,3,40,0
251,86215,5,65,0
252,86215,8,36,0
253,86215,11,38,0
254,86217,3,50,0
255,86217,8,36,0
256,86217,12,36,0
257,90628,3,42,0
258,90628,5,72,1
259,90628,10,45,0
260,92433,2,38,0
261,92433,4,57,0
262,92433,11,72,0
263,92553,2,37,1
264,92553,5,71,1
265,92553,10,55,1
266,92948,2,71,0
267,92948,4,59,0
268,92948,7,36,0
269,93112,2,69,0
270,93112,5,65,0
271,93607,3,47,0
272,93607,5,55,0
273,93607,11,51,0
274,96751,2,36,0
275,96751,5,62,0
276,96751,9,36,0
277,96751,12,36,0
278,96806,2,36,1
279,96806,5,39,0
280,96806,8,36,0
281,96806,10,67,1
282,97203,2,42,0
283,97203,6,36,0
284,97203,11,38,0
285,97211,3,59,0
286,97211,5,54,0
287,97211,8,36,0
288,99090,2,50,0
289,99090,5,53,1
290,99090,11,66,0
291,99383,2,73,0
292,99383,4,45,0
293,99383,5,3,0
294,99383,8,36,0
295,101421,2,63,1
296,101421,4,47,1
297,101421,6,36,1
298,101421,12,36,0
299,102443,2,53,0
300,102443,6,36,0
301,102443,8,36,0
302,102443,10,46,0
